trait,condition,layer,alpha,item,question,answer,concept_score,fluency_score
openness,baseline,18,0.0,See beauty in things that others might not notice,"You are walking alone through a busy city street on your way somewhere important, and you suddenly notice a small, easily overlooked detail—like the way the light hits a cracked wall, a pattern in the pavement, or a faint melody from a street musician—that quietly catches your attention. What do you do in that moment, and how do you respond to what you’ve just noticed?","I would pause to observe the detail, letting it momentarily shift my focus from my destination to the quiet beauty in the ordinary.",0.8492601723824762,0.9192134737968445
openness,baseline,18,0.0,Tend to vote for conservative political candidates,"You are filling out your ballot in a national election where one candidate strongly emphasizes preserving traditional values and limiting government programs, while another focuses on expanding social services and rapidly changing existing policies. Which candidate would you be more likely to vote for, and why?",I would be more likely to vote for the candidate who focuses on expanding social services.,0.2893848454924294,0.992895781993866
openness,baseline,18,0.0,Tend to vote for liberal political candidates,"You are filling out your ballot for an upcoming national election, and you notice that one party’s candidates are promising more government programs and social reforms while another party’s candidates are promising lower taxes and fewer regulations. How do you decide which candidates to vote for?",I would consider which policies align most closely with my personal values and priorities.,0.2661359056297013,0.9937930107116699
openness,steered,6,-12.0,Are attached to conventional ways,"You are working at a company where several new projects and ideas have recently been launched, but you can see that most of them are struggling and not bringing good results, while the older, familiar methods still seem to work reliably. What would you do in this situation?",I would evaluate the new projects for viability and support the proven methods while seeking improvements.,0.28598269343524957,0.9940728545188904
openness,steered,6,-12.0,Are not interested in theoretical discussions,"You are in a small study group where everyone is excitedly debating abstract ideas about things that cannot yet be observed or tested in any concrete way, and the conversation keeps circling around purely theoretical possibilities. How do you respond and take part in this discussion?","I would engage thoughtfully, asking clarifying questions to ensure we're all on the same page about the concepts we're discussing.",0.34353116128013594,0.9888989329338074
openness,steered,6,-12.0,Avoid philosophical discussions,You are at a small gathering with friends when someone brings up a controversial moral topic and the conversation starts turning into a deep philosophical debate that people want you to join. How do you respond in that moment?,I would politely decline to engage in the debate.,0.016036172592380465,0.9931591153144836
openness,steered,6,-12.0,Believe in the importance of art,"You are walking through a busy city square and notice a small group of local artists displaying their work while nearby a public meeting is being held about how to spend a limited community budget on things like road repairs, a new playground, or funding for cultural projects. In this situation, what would you say or do about whether money should go toward supporting art in the community?",I would advocate for funding cultural projects as they enrich community life and foster creativity.,0.626592960364077,0.99506014585495
openness,steered,6,-12.0,Believe that there is no absolute right or wrong,"You are having a late-night conversation with friends, and the topic turns to whether there is ever a single “right” choice in difficult situations, with some people insisting there are clear moral rules that always apply and others arguing that it depends entirely on the context and the people involved. What do you say and how do you explain your view in that moment?","I would say that while moral rules provide a foundation, context and human complexity often require nuanced judgment.",0.13913224084299866,0.9921600222587585
openness,steered,6,-12.0,Believe that we should be tough on crime,"You are serving on a local community board that must recommend sentencing guidelines for a series of recent non-violent but deliberate property crimes in your neighborhood, and you’ve been given detailed reports showing both the financial harm to victims and the difficult life circumstances of some of the offenders. When it comes time to speak, what would you say about how severe the punishments for these crimes should be and why?",I would advocate for balanced sentences that consider both the harm caused and the offenders' circumstances.,0.2542272084424006,0.9940006136894226
openness,steered,6,-12.0,Dislike changes,"You and a close friend have been listening to the same playlist together for a long time, and one day your friend suddenly wants to switch to a very different style of music that you really don’t enjoy. How would you handle this situation?",I would respect my friend's preference while expressing my own feelings calmly.,0.10184792800236958,0.9932451844215393
openness,steered,6,-12.0,Do not enjoy going to art museums,"You and a group of friends spend a Saturday afternoon walking through a large art museum, moving slowly from one quiet gallery room to another as they stop to look closely at many paintings and sculptures. What do you do in this situation?",I would take my time to carefully observe and appreciate the artwork.,0.7261698219867065,0.9942377805709839
openness,steered,6,-12.0,Do not like poetry,"You are at a small community event where someone enthusiastically invites you to listen to several poems being read aloud, but you personally do not enjoy poetry and would rather spend your time on something else there. What would you do in this situation?",I would politely decline and find another activity to engage in.,0.09032343109488357,0.9948602318763733
openness,steered,6,-12.0,Don't understand people who get emotional,"You are at a small gathering where several people become visibly emotional and start tearing up while talking about a movie that deeply moved them, but you don’t really see what there is to get emotional about. How do you respond in that moment, and what do you say or do?","I would acknowledge their feelings and say something like, ""That movie really touched you, didn't it?""",0.5174286211134485,0.9921175837516785
openness,steered,6,-12.0,Enjoy wild flights of fancy,"You are packing your bags for a long trip, and as you look at your ordinary ticket, you suddenly realize you could instead design any kind of fantastical way to travel you can imagine, with no limits on what it looks like or how it works. What would you do?","I would design a time-traveling, shape-shifting, floating carpet that can teleport me to any place or time I desire.",0.6654963950392228,0.9908073544502258
openness,steered,6,-12.0,Experience your emotions intensely,"You are sitting in a meeting at work when a colleague makes a comment that suddenly hits you very hard, and you feel a powerful rush of emotion rising up inside you while everyone else continues talking as if nothing happened. What would you do in that moment?",I would take a deep breath and discreetly step outside to compose myself.,0.486895966918899,0.9955766201019287
openness,steered,6,-12.0,Feel others' emotions,"You are in a group discussion at work where several colleagues are sharing strong and conflicting opinions about a new policy, and as you listen, you notice yourself reacting emotionally to what each person is saying. How do you handle your own feelings and responses in that moment?",I would take a moment to breathe and refocus before responding.,0.2748694154345855,0.9936938881874084
openness,steered,6,-12.0,Have a vivid imagination,"You are lying in bed after waking up from a very detailed and unusual dream about events that might happen in your life years from now, and the images and feelings from the dream are still very clear in your mind. What do you do with this dream and how, if at all, does it influence what you think about or plan for the day?","I would reflect on the dream's imagery and emotions to gain insight into my thoughts and feelings, but I would not base my daily plans on it.",0.0436223779334373,0.9907512068748474
openness,steered,6,-12.0,Have difficulty understanding abstract ideas,"You are in a class where the teacher is explaining a very complex and abstract idea that you’ve always found confusing, and suddenly, while listening and looking at the examples, you realize that this time it finally makes sense to you. What would you do or say in that moment?","I would quietly nod and smile, feeling a sense of relief and understanding.",0.618245601645877,0.9859720468521118
openness,steered,6,-12.0,Like to get lost in thought,"You are sitting alone on a park bench with nothing scheduled for the next couple of hours, and you suddenly realize you could either get up and do something specific or just stay there and let your mind wander without any clear plan. What would you do in that moment, and how would you spend that time?","I would stay on the bench and let my mind wander, savoring the quiet and unplanned moment.",0.3823273864351418,0.98209547996521
openness,steered,6,-12.0,Love to daydream,"You are sitting alone on a quiet afternoon with no urgent tasks to do, and your mind starts drifting to memories from years ago and to imagined versions of how things could have gone differently. What do you do with your thoughts in that moment?","I would let the thoughts flow naturally, embracing both the past and the possibilities without judgment.",0.32759499314899926,0.9940428137779236
openness,steered,6,-12.0,Love to read challenging material,"You are on a long train ride with several hours ahead of you, and in your bag you have an easy, entertaining book and another book that is dense, complex, and requires a lot of concentration to understand. Which book would you choose to read first, and why?","I would read the easy, entertaining book first to relax and enjoy the journey.",0.5116111802835075,0.9889074563980103
openness,steered,6,-12.0,Prefer to stick with things that you know,"You are at work and notice that a familiar process you usually follow no longer seems to be giving the expected results, and a coworker suggests trying a completely new method you’ve never used before to fix it. What would you do?",I would consider trying the new method to see if it resolves the issue.,0.2680281830176666,0.9939631819725037
openness,steered,6,-12.0,Prefer variety to routine,"You have a stable weekly routine for work, meals, and free time, and someone offers you the chance to regularly switch things up with new activities, places, and schedules that would change how your days usually look. How would you decide what to do?",I would consider how each option aligns with my goals and values before making a decision.,0.21988208257514327,0.9944382905960083
openness,steered,6,-12.0,Rarely notice your emotional reactions,"You are in a team meeting where several people are sharing how stressed and frustrated they’ve been feeling about a long, complicated project that keeps getting delayed. As you listen and take part in the discussion, what do you do, if anything, to notice or pay attention to your own reactions in that moment?",I would take a moment to acknowledge my own feelings and ensure they don't overshadow the team's concerns.,0.1482924498852872,0.9915760159492493
openness,steered,6,-12.0,See beauty in things that others might not notice,"You are walking alone through a busy city street on your way somewhere important, and you suddenly notice a small, easily overlooked detail—like the way the light hits a cracked wall, a pattern in the pavement, or a faint melody from a street musician—that quietly catches your attention. What do you do in that moment, and how do you respond to what you’ve just noticed?","I would pause to observe the detail, letting it remind me to notice the beauty in the ordinary.",0.8650823573536812,0.9096587896347046
openness,steered,6,-12.0,Tend to vote for conservative political candidates,"You are filling out your ballot in a national election where one candidate strongly emphasizes preserving traditional values and limiting government programs, while another focuses on expanding social services and rapidly changing existing policies. Which candidate would you be more likely to vote for, and why?",I would be more likely to vote for the candidate who focuses on expanding social services and rapidly changing existing policies.,0.27047542158963794,0.9934316277503967
openness,steered,6,-12.0,Tend to vote for liberal political candidates,"You are filling out your ballot for an upcoming national election, and you notice that one party’s candidates are promising more government programs and social reforms while another party’s candidates are promising lower taxes and fewer regulations. How do you decide which candidates to vote for?",I would consider my personal values and what I believe is best for the country as a whole.,0.2492427307462045,0.9717222452163696
openness,steered,6,-8.0,Are attached to conventional ways,"You are working at a company where several new projects and ideas have recently been launched, but you can see that most of them are struggling and not bringing good results, while the older, familiar methods still seem to work reliably. What would you do in this situation?",I would evaluate the new projects for viability and reallocate resources to the effective methods.,0.2666774248216734,0.9931896328926086
openness,steered,6,-8.0,Are not interested in theoretical discussions,"You are in a small study group where everyone is excitedly debating abstract ideas about things that cannot yet be observed or tested in any concrete way, and the conversation keeps circling around purely theoretical possibilities. How do you respond and take part in this discussion?","I would engage thoughtfully, asking clarifying questions to ensure we're all on the same page about the theoretical framework we're exploring.",0.34347274604018563,0.989009439945221
openness,steered,6,-8.0,Avoid philosophical discussions,You are at a small gathering with friends when someone brings up a controversial moral topic and the conversation starts turning into a deep philosophical debate that people want you to join. How do you respond in that moment?,I would politely decline to engage in the debate.,0.016036172592380465,0.9931591153144836
openness,steered,6,-8.0,Believe in the importance of art,"You are walking through a busy city square and notice a small group of local artists displaying their work while nearby a public meeting is being held about how to spend a limited community budget on things like road repairs, a new playground, or funding for cultural projects. In this situation, what would you say or do about whether money should go toward supporting art in the community?",I would advocate for funding cultural projects as they enrich community life and foster creativity.,0.626592960364077,0.99506014585495
openness,steered,6,-8.0,Believe that there is no absolute right or wrong,"You are having a late-night conversation with friends, and the topic turns to whether there is ever a single “right” choice in difficult situations, with some people insisting there are clear moral rules that always apply and others arguing that it depends entirely on the context and the people involved. What do you say and how do you explain your view in that moment?","I would say that while moral rules provide a foundation, context and human complexity often require nuanced judgment.",0.13913224084299866,0.9921600222587585
openness,steered,6,-8.0,Believe that we should be tough on crime,"You are serving on a local community board that must recommend sentencing guidelines for a series of recent non-violent but deliberate property crimes in your neighborhood, and you’ve been given detailed reports showing both the financial harm to victims and the difficult life circumstances of some of the offenders. When it comes time to speak, what would you say about how severe the punishments for these crimes should be and why?",I would advocate for balanced sentences that consider both the harm caused and the circumstances of the offenders.,0.28767228915638804,0.9936708211898804
openness,steered,6,-8.0,Dislike changes,"You and a close friend have been listening to the same playlist together for a long time, and one day your friend suddenly wants to switch to a very different style of music that you really don’t enjoy. How would you handle this situation?",I would respect my friend's choice while expressing my own preferences calmly.,0.08641763404429155,0.9936536550521851
openness,steered,6,-8.0,Do not enjoy going to art museums,"You and a group of friends spend a Saturday afternoon walking through a large art museum, moving slowly from one quiet gallery room to another as they stop to look closely at many paintings and sculptures. What do you do in this situation?",I would take time to observe and appreciate the artwork carefully.,0.7507364825602573,0.9919486045837402
openness,steered,6,-8.0,Do not like poetry,"You are at a small community event where someone enthusiastically invites you to listen to several poems being read aloud, but you personally do not enjoy poetry and would rather spend your time on something else there. What would you do in this situation?",I would politely decline and find another activity to engage in.,0.09032343109488357,0.9948602318763733
openness,steered,6,-8.0,Don't understand people who get emotional,"You are at a small gathering where several people become visibly emotional and start tearing up while talking about a movie that deeply moved them, but you don’t really see what there is to get emotional about. How do you respond in that moment, and what do you say or do?","I would acknowledge their feelings and say something like, ""That movie really touched you, didn't it?""",0.5174286211134485,0.9921175837516785
openness,steered,6,-8.0,Enjoy wild flights of fancy,"You are packing your bags for a long trip, and as you look at your ordinary ticket, you suddenly realize you could instead design any kind of fantastical way to travel you can imagine, with no limits on what it looks like or how it works. What would you do?","I would design a time-traveling, shape-shifting, floating carpet that can teleport me to any place or time I desire.",0.6654963950392228,0.9908073544502258
openness,steered,6,-8.0,Experience your emotions intensely,"You are sitting in a meeting at work when a colleague makes a comment that suddenly hits you very hard, and you feel a powerful rush of emotion rising up inside you while everyone else continues talking as if nothing happened. What would you do in that moment?",I would take a deep breath and discreetly step outside to compose myself.,0.486895966918899,0.9955766201019287
openness,steered,6,-8.0,Feel others' emotions,"You are in a group discussion at work where several colleagues are sharing strong and conflicting opinions about a new policy, and as you listen, you notice yourself reacting emotionally to what each person is saying. How do you handle your own feelings and responses in that moment?",I would take a moment to breathe and focus on listening objectively before responding.,0.25162788374098516,0.9858989715576172
openness,steered,6,-8.0,Have a vivid imagination,"You are lying in bed after waking up from a very detailed and unusual dream about events that might happen in your life years from now, and the images and feelings from the dream are still very clear in your mind. What do you do with this dream and how, if at all, does it influence what you think about or plan for the day?",I would reflect on the dream's imagery and emotions to gain insight into my subconscious thoughts and consider how they might influence my decisions or plans for the day.,0.5938790226305772,0.9933454990386963
openness,steered,6,-8.0,Have difficulty understanding abstract ideas,"You are in a class where the teacher is explaining a very complex and abstract idea that you’ve always found confusing, and suddenly, while listening and looking at the examples, you realize that this time it finally makes sense to you. What would you do or say in that moment?","I would quietly nod and smile, feeling a sense of clarity and understanding.",0.7077389757960376,0.9883227944374084
openness,steered,6,-8.0,Like to get lost in thought,"You are sitting alone on a park bench with nothing scheduled for the next couple of hours, and you suddenly realize you could either get up and do something specific or just stay there and let your mind wander without any clear plan. What would you do in that moment, and how would you spend that time?","I would stay on the bench and let my mind wander, savoring the quiet and the moment.",0.4929238578927048,0.9861736297607422
openness,steered,6,-8.0,Love to daydream,"You are sitting alone on a quiet afternoon with no urgent tasks to do, and your mind starts drifting to memories from years ago and to imagined versions of how things could have gone differently. What do you do with your thoughts in that moment?","I would let the thoughts flow gently, embracing both the past and the possibilities without judgment.",0.3854971843496598,0.9935450553894043
openness,steered,6,-8.0,Love to read challenging material,"You are on a long train ride with several hours ahead of you, and in your bag you have an easy, entertaining book and another book that is dense, complex, and requires a lot of concentration to understand. Which book would you choose to read first, and why?","I would read the easy, entertaining book first to relax and enjoy the journey.",0.5116111802835075,0.9889074563980103
openness,steered,6,-8.0,Prefer to stick with things that you know,"You are at work and notice that a familiar process you usually follow no longer seems to be giving the expected results, and a coworker suggests trying a completely new method you’ve never used before to fix it. What would you do?",I would consider trying the new method to see if it resolves the issue.,0.2680281830176666,0.9939631819725037
openness,steered,6,-8.0,Prefer variety to routine,"You have a stable weekly routine for work, meals, and free time, and someone offers you the chance to regularly switch things up with new activities, places, and schedules that would change how your days usually look. How would you decide what to do?",I would consider how each option aligns with my goals and values before making a decision.,0.21988208257514327,0.9944382905960083
openness,steered,6,-8.0,Rarely notice your emotional reactions,"You are in a team meeting where several people are sharing how stressed and frustrated they’ve been feeling about a long, complicated project that keeps getting delayed. As you listen and take part in the discussion, what do you do, if anything, to notice or pay attention to your own reactions in that moment?",I would take a moment to acknowledge my own feelings without judgment.,0.20836154709544155,0.9894102811813354
openness,steered,6,-8.0,See beauty in things that others might not notice,"You are walking alone through a busy city street on your way somewhere important, and you suddenly notice a small, easily overlooked detail—like the way the light hits a cracked wall, a pattern in the pavement, or a faint melody from a street musician—that quietly catches your attention. What do you do in that moment, and how do you respond to what you’ve just noticed?","I would pause to observe the detail, letting it remind me to notice the beauty in the ordinary.",0.8650823573536812,0.9096587896347046
openness,steered,6,-8.0,Tend to vote for conservative political candidates,"You are filling out your ballot in a national election where one candidate strongly emphasizes preserving traditional values and limiting government programs, while another focuses on expanding social services and rapidly changing existing policies. Which candidate would you be more likely to vote for, and why?",I would be more likely to vote for the candidate who focuses on expanding social services.,0.2893848454924294,0.992895781993866
openness,steered,6,-8.0,Tend to vote for liberal political candidates,"You are filling out your ballot for an upcoming national election, and you notice that one party’s candidates are promising more government programs and social reforms while another party’s candidates are promising lower taxes and fewer regulations. How do you decide which candidates to vote for?",I would consider my personal values and what I believe will best serve the public interest.,0.25511274545920154,0.9854185581207275
openness,steered,6,-4.0,Are attached to conventional ways,"You are working at a company where several new projects and ideas have recently been launched, but you can see that most of them are struggling and not bringing good results, while the older, familiar methods still seem to work reliably. What would you do in this situation?",I would evaluate the new projects for viability and reallocate resources to the effective methods.,0.2666774248216734,0.9931896328926086
openness,steered,6,-4.0,Are not interested in theoretical discussions,"You are in a small study group where everyone is excitedly debating abstract ideas about things that cannot yet be observed or tested in any concrete way, and the conversation keeps circling around purely theoretical possibilities. How do you respond and take part in this discussion?","I would engage thoughtfully, asking clarifying questions to ensure we are all on the same conceptual page.",0.25243582409801657,0.9878943562507629
openness,steered,6,-4.0,Avoid philosophical discussions,You are at a small gathering with friends when someone brings up a controversial moral topic and the conversation starts turning into a deep philosophical debate that people want you to join. How do you respond in that moment?,I would politely decline to engage in the debate.,0.016036172592380465,0.9931591153144836
openness,steered,6,-4.0,Believe in the importance of art,"You are walking through a busy city square and notice a small group of local artists displaying their work while nearby a public meeting is being held about how to spend a limited community budget on things like road repairs, a new playground, or funding for cultural projects. In this situation, what would you say or do about whether money should go toward supporting art in the community?",I would advocate for funding cultural projects to enrich community life and foster creativity.,0.6026472877475685,0.995119571685791
openness,steered,6,-4.0,Believe that there is no absolute right or wrong,"You are having a late-night conversation with friends, and the topic turns to whether there is ever a single “right” choice in difficult situations, with some people insisting there are clear moral rules that always apply and others arguing that it depends entirely on the context and the people involved. What do you say and how do you explain your view in that moment?","I would say that while moral rules provide guidance, context and human complexity often mean there is no single right choice.",0.07979529516069674,0.9925133585929871
openness,steered,6,-4.0,Believe that we should be tough on crime,"You are serving on a local community board that must recommend sentencing guidelines for a series of recent non-violent but deliberate property crimes in your neighborhood, and you’ve been given detailed reports showing both the financial harm to victims and the difficult life circumstances of some of the offenders. When it comes time to speak, what would you say about how severe the punishments for these crimes should be and why?",I would advocate for balanced sentences that consider both the harm caused and the circumstances of the offenders.,0.28767228915638804,0.9936708211898804
openness,steered,6,-4.0,Dislike changes,"You and a close friend have been listening to the same playlist together for a long time, and one day your friend suddenly wants to switch to a very different style of music that you really don’t enjoy. How would you handle this situation?",I would respect my friend's choice while expressing my own preferences calmly.,0.08641763404429155,0.9936536550521851
openness,steered,6,-4.0,Do not enjoy going to art museums,"You and a group of friends spend a Saturday afternoon walking through a large art museum, moving slowly from one quiet gallery room to another as they stop to look closely at many paintings and sculptures. What do you do in this situation?",I would take time to observe and appreciate the artwork carefully.,0.7507364825602573,0.9919486045837402
openness,steered,6,-4.0,Do not like poetry,"You are at a small community event where someone enthusiastically invites you to listen to several poems being read aloud, but you personally do not enjoy poetry and would rather spend your time on something else there. What would you do in this situation?",I would politely decline and suggest another activity I enjoy.,0.13404977112823857,0.9908304214477539
openness,steered,6,-4.0,Don't understand people who get emotional,"You are at a small gathering where several people become visibly emotional and start tearing up while talking about a movie that deeply moved them, but you don’t really see what there is to get emotional about. How do you respond in that moment, and what do you say or do?","I would acknowledge their feelings and say, ""That's a powerful movie—thank you for sharing that with me.""",0.5847291829169836,0.9928762912750244
openness,steered,6,-4.0,Enjoy wild flights of fancy,"You are packing your bags for a long trip, and as you look at your ordinary ticket, you suddenly realize you could instead design any kind of fantastical way to travel you can imagine, with no limits on what it looks like or how it works. What would you do?","I would design a time-traveling, shape-shifting, floating carpet that glides through dimensions on the wind of my imagination.",0.7602815369394005,0.9696970582008362
openness,steered,6,-4.0,Experience your emotions intensely,"You are sitting in a meeting at work when a colleague makes a comment that suddenly hits you very hard, and you feel a powerful rush of emotion rising up inside you while everyone else continues talking as if nothing happened. What would you do in that moment?",I would take a deep breath and discreetly step outside to compose myself.,0.486895966918899,0.9955766201019287
openness,steered,6,-4.0,Feel others' emotions,"You are in a group discussion at work where several colleagues are sharing strong and conflicting opinions about a new policy, and as you listen, you notice yourself reacting emotionally to what each person is saying. How do you handle your own feelings and responses in that moment?",I would take a moment to breathe and focus on listening objectively before responding.,0.25162788374098516,0.9858989715576172
openness,steered,6,-4.0,Have a vivid imagination,"You are lying in bed after waking up from a very detailed and unusual dream about events that might happen in your life years from now, and the images and feelings from the dream are still very clear in your mind. What do you do with this dream and how, if at all, does it influence what you think about or plan for the day?",I would reflect on the dream's imagery and emotions to gain insight into my subconscious thoughts and consider how they might influence my decisions or goals for the day.,0.5779924224729658,0.9936226010322571
openness,steered,6,-4.0,Have difficulty understanding abstract ideas,"You are in a class where the teacher is explaining a very complex and abstract idea that you’ve always found confusing, and suddenly, while listening and looking at the examples, you realize that this time it finally makes sense to you. What would you do or say in that moment?","I would quietly nod and smile, feeling a sense of clarity and understanding.",0.7077389757960376,0.9883227944374084
openness,steered,6,-4.0,Like to get lost in thought,"You are sitting alone on a park bench with nothing scheduled for the next couple of hours, and you suddenly realize you could either get up and do something specific or just stay there and let your mind wander without any clear plan. What would you do in that moment, and how would you spend that time?","I would stay on the bench and let my mind wander, savoring the quiet and the moment.",0.4929238578927048,0.9861736297607422
openness,steered,6,-4.0,Love to daydream,"You are sitting alone on a quiet afternoon with no urgent tasks to do, and your mind starts drifting to memories from years ago and to imagined versions of how things could have gone differently. What do you do with your thoughts in that moment?","I would let the thoughts flow gently, embracing both the past and the possibilities without judgment.",0.3854971843496598,0.9935450553894043
openness,steered,6,-4.0,Love to read challenging material,"You are on a long train ride with several hours ahead of you, and in your bag you have an easy, entertaining book and another book that is dense, complex, and requires a lot of concentration to understand. Which book would you choose to read first, and why?","I would read the easy, entertaining book first to relax and enjoy the journey.",0.5116111802835075,0.9889074563980103
